client_id,date,consumption_kwh
C0087,2023-02-24,18.55
C0087,2023-02-25,16.32
C0087,2023-02-26,19.02
C0087,2023-02-27,14.81
C0087,2023-02-28,21.23
C0087,2023-03-01,19.8
C0087,2023-03-02,19.14
C0087,2023-03-03,17.76
C0087,2023-03-04,13.21
C0087,2023-03-05,13.03
C0087,2023-03-06,12.54
C0087,2023-03-07,16.62
C0087,2023-03-08,16.78
C0087,2023-03-09,14.42
C0087,2023-03-10,16.2
C0087,2023-03-11,14.55
C0087,2023-03-12,13.91
C0087,2023-03-13,19.27
C0087,2023-03-14,16.43
C0087,2023-03-15,14.11
C0087,2023-03-16,18.76
C0087,2023-03-17,12.98
C0087,2023-03-18,15.93
C0087,2023-03-19,16.19
C0087,2023-03-20,15.53
C0087,2023-03-21,15.51
C0087,2023-03-22,16.15
C0087,2023-03-23,22.88
C0087,2023-03-24,16.54
C0087,2023-03-25,17.07
C0087,2023-03-26,16.76
C0087,2023-03-27,15.54
C0087,2023-03-28,16.27
C0087,2023-03-29,19.97
C0087,2023-03-30,17.84
C0087,2023-03-31,13.53
C0087,2023-04-01,18.4
C0087,2023-04-02,17.33
C0087,2023-04-03,17.56
C0087,2023-04-04,15.96
C0087,2023-04-05,16.74
C0087,2023-04-06,18.16
C0087,2023-04-07,19.65
C0087,2023-04-08,17.84
C0087,2023-04-09,18.62
C0087,2023-04-10,16.65
C0087,2023-04-11,15.65
C0087,2023-04-12,21.85
C0087,2023-04-13,18.64
C0087,2023-04-14,17.69
C0087,2023-04-15,15.37
C0087,2023-04-16,24.11
C0087,2023-04-17,20.41
C0087,2023-04-18,14.62
C0087,2023-04-19,20.14
C0087,2023-04-20,18.78
C0087,2023-04-21,15.03
C0087,2023-04-22,18.09
C0087,2023-04-23,17.31
C0087,2023-04-24,13.68
C0087,2023-04-25,21.5
C0087,2023-04-26,16.28
C0087,2023-04-27,18.37
C0087,2023-04-28,20.58
C0087,2023-04-29,20.92
C0087,2023-04-30,13.14
C0087,2023-05-01,18.97
C0087,2023-05-02,17.12
C0087,2023-05-03,16.03
C0087,2023-05-04,16.04
C0087,2023-05-05,19.75
C0087,2023-05-06,17.9
C0087,2023-05-07,20.21
C0087,2023-05-08,13.08
C0087,2023-05-09,18.08
C0087,2023-05-10,20.07
C0087,2023-05-11,19.58
C0087,2023-05-12,21.81
C0087,2023-05-13,14.13
C0087,2023-05-14,17.22
C0087,2023-05-15,18.56
C0087,2023-05-16,17.25
C0087,2023-05-17,14.86
C0087,2023-05-18,16.48
C0087,2023-05-19,19.49
C0087,2023-05-20,18.56
C0087,2023-05-21,15.57
C0087,2023-05-22,13.63
C0087,2023-05-23,17.64
C0087,2023-05-24,17.95
C0087,2023-05-25,16.26
C0087,2023-05-26,15.07
C0087,2023-05-27,13.67
C0087,2023-05-28,17.46
C0087,2023-05-29,16.53
C0087,2023-05-30,16.64
C0087,2023-05-31,12.57
C0087,2023-06-01,21.93
C0087,2023-06-02,14.44
C0087,2023-06-03,19.2
C0087,2023-06-04,13.86
C0087,2023-06-05,18.54
C0087,2023-06-06,15.77
C0087,2023-06-07,13.28
C0087,2023-06-08,19.37
C0087,2023-06-09,17.72
C0087,2023-06-10,14.24
C0087,2023-06-11,19.62
C0087,2023-06-12,18.54
C0087,2023-06-13,17.29
C0087,2023-06-14,19.01
C0087,2023-06-15,17.32
C0087,2023-06-16,13.53
C0087,2023-06-17,15.67
C0087,2023-06-18,14.42
C0087,2023-06-19,15.76
C0087,2023-06-20,14.24
C0087,2023-06-21,21.05
C0087,2023-06-22,10.64
C0087,2023-06-23,15.08
C0087,2023-06-24,15.61
C0087,2023-06-25,21.72
C0087,2023-06-26,14.1
C0087,2023-06-27,21.04
C0087,2023-06-28,18.25
C0087,2023-06-29,16.28
C0088,2023-01-01,21.74
C0088,2023-01-02,16.02
C0088,2023-01-03,16.11
C0088,2023-01-04,16.78
C0088,2023-01-05,16.97
C0088,2023-01-06,17.22
C0088,2023-01-07,20.3
C0088,2023-01-08,19.69
C0088,2023-01-09,19.17
C0088,2023-01-10,21.56
C0088,2023-01-11,13.25
C0088,2023-01-12,18.48
C0088,2023-01-13,20.17
C0088,2023-01-14,17.74
C0088,2023-01-15,19.22
C0088,2023-01-16,20.55
C0088,2023-01-17,17.61
C0088,2023-01-18,17.88
C0088,2023-01-19,17.51
C0088,2023-01-20,19.69
C0088,2023-01-21,20.5
C0088,2023-01-22,17.29
C0088,2023-01-23,18.45
C0088,2023-01-24,15.29
C0088,2023-01-25,18.77
C0088,2023-01-26,15.57
C0088,2023-01-27,19.34
C0088,2023-01-28,17.97
C0088,2023-01-29,18.13
C0088,2023-01-30,18.39
C0088,2023-01-31,17.49
C0088,2023-02-01,20.21
C0088,2023-02-02,18.69
C0088,2023-02-03,17.94
C0088,2023-02-04,23.39
C0088,2023-02-05,15.68
C0088,2023-02-06,17.9
C0088,2023-02-07,15.86
C0088,2023-02-08,18.84
C0088,2023-02-09,15.46
C0088,2023-02-10,19.58
C0088,2023-02-11,15.97
C0088,2023-02-12,18.38
C0088,2023-02-13,15.8
C0088,2023-02-14,18.06
C0088,2023-02-15,19.55
C0088,2023-02-16,16.29
C0088,2023-02-17,18.39
C0088,2023-02-18,16.74
C0088,2023-02-19,18.68
C0088,2023-02-20,18.46
C0088,2023-02-21,18.75
C0088,2023-02-22,17.59
C0088,2023-02-23,16.34
C0088,2023-02-24,20.34
C0088,2023-02-25,19.33
C0088,2023-02-26,17.51
C0088,2023-02-27,15.06
C0088,2023-02-28,14.74
C0088,2023-03-01,17.45
C0088,2023-03-02,14.15
C0088,2023-03-03,17.87
C0088,2023-03-04,18.16
C0088,2023-03-05,17.05
C0088,2023-03-06,11.79
C0088,2023-03-07,20.63
C0088,2023-03-08,18.09
C0088,2023-03-09,17.73
C0088,2023-03-10,18.67
C0088,2023-03-11,18.3
C0088,2023-03-12,19.99
C0088,2023-03-13,17.54
C0088,2023-03-14,16.92
C0088,2023-03-15,15.91
C0088,2023-03-16,19.74
C0088,2023-03-17,20.87
C0088,2023-03-18,17.37
C0088,2023-03-19,21.29
C0088,2023-03-20,14.99
C0088,2023-03-21,19.37
C0088,2023-03-22,17.11
C0088,2023-03-23,17.64
C0088,2023-03-24,22.27
C0088,2023-03-25,18.19
C0088,2023-03-26,26.27
C0088,2023-03-27,17.5
C0088,2023-03-28,19.09
C0088,2023-03-29,20.66
C0088,2023-03-30,20.68
C0088,2023-03-31,15.94
C0088,2023-04-01,15.73
C0088,2023-04-02,24.07
C0088,2023-04-03,18.32
C0088,2023-04-04,15.77
C0088,2023-04-05,17.12
C0088,2023-04-06,19.22
C0088,2023-04-07,19.55
C0088,2023-04-08,19.36
C0088,2023-04-09,19.43
C0088,2023-04-10,17.99
C0088,2023-04-11,12.47
C0088,2023-04-12,22.38
C0088,2023-04-13,16.32
C0088,2023-04-14,19.91
C0088,2023-04-15,16.03
C0088,2023-04-16,18.01
C0088,2023-04-17,18.73
C0088,2023-04-18,16.51
C0088,2023-04-19,19.55
C0088,2023-04-20,20.38
C0088,2023-04-21,12.11
C0088,2023-04-22,17.32
C0088,2023-04-23,18.51
C0088,2023-04-24,11.22
C0088,2023-04-25,15.44
C0088,2023-04-26,20.75
C0088,2023-04-27,23.86
C0088,2023-04-28,13.84
C0088,2023-04-29,23.82
C0088,2023-04-30,17.31
C0088,2023-05-01,19.65
C0088,2023-05-02,19.89
C0088,2023-05-03,14.51
C0088,2023-05-04,17.26
C0088,2023-05-05,20.84
C0088,2023-05-06,17.11
C0088,2023-05-07,20.02
C0088,2023-05-08,12.99
C0088,2023-05-09,23.86
C0088,2023-05-10,18.66
C0088,2023-05-11,19.68
C0088,2023-05-12,17.17
C0088,2023-05-13,20.06
C0088,2023-05-14,15.5
C0088,2023-05-15,19.45
C0088,2023-05-16,19.78
C0088,2023-05-17,22.64
C0088,2023-05-18,19.58
C0088,2023-05-19,17.82
C0088,2023-05-20,17.89
C0088,2023-05-21,17.37
C0088,2023-05-22,15.65
C0088,2023-05-23,14.73
C0088,2023-05-24,20.03
C0088,2023-05-25,16.49
C0088,2023-05-26,16.98
C0088,2023-05-27,15.44
C0088,2023-05-28,18.56
C0088,2023-05-29,18.84
C0088,2023-05-30,17.93
C0088,2023-05-31,21.98
C0088,2023-06-01,14.99
C0088,2023-06-02,16.59
C0088,2023-06-03,16.2
C0088,2023-06-04,22.5
C0088,2023-06-05,20.09
C0088,2023-06-06,20.13
C0088,2023-06-07,17.93
C0088,2023-06-08,17.42
C0088,2023-06-09,20.23
C0088,2023-06-10,15.7
C0088,2023-06-11,20.41
C0088,2023-06-12,17.82
C0088,2023-06-13,18.11
C0088,2023-06-14,16.27
C0088,2023-06-15,17.23
C0088,2023-06-16,17.66
C0088,2023-06-17,19.67
C0088,2023-06-18,18.2
C0088,2023-06-19,19.46
C0088,2023-06-20,20.92
C0088,2023-06-21,18.25
C0088,2023-06-22,18.53
C0088,2023-06-23,19.55
C0088,2023-06-24,19.21
C0088,2023-06-25,17.1
C0088,2023-06-26,19.76
C0088,2023-06-27,18.45
C0088,2023-06-28,17.58
C0088,2023-06-29,19.32
C0089,2023-01-01,10.63
C0089,2023-01-02,6.65
C0089,2023-01-03,11.55
C0089,2023-01-04,15.13
C0089,2023-01-05,13.78
C0089,2023-01-06,9.1
C0089,2023-01-07,9.09
C0089,2023-01-08,12.8
C0089,2023-01-09,11.0
C0089,2023-01-10,10.07
C0089,2023-01-11,8.35
C0089,2023-01-12,10.03
C0089,2023-01-13,11.34
C0089,2023-01-14,5.48
C0089,2023-01-15,7.33
C0089,2023-01-16,6.25
C0089,2023-01-17,8.76
C0089,2023-01-18,10.6
C0089,2023-01-19,8.99
C0089,2023-01-20,13.03
C0089,2023-01-21,9.81
C0089,2023-01-22,10.3
C0089,2023-01-23,15.73
C0089,2023-01-24,8.61
C0089,2023-01-25,10.18
C0089,2023-01-26,7.05
C0089,2023-01-27,10.89
C0089,2023-01-28,13.48
C0089,2023-01-29,11.8
C0089,2023-01-30,8.64
C0089,2023-01-31,12.8
C0089,2023-02-01,11.33
C0089,2023-02-02,10.65
C0089,2023-02-03,9.26
C0089,2023-02-04,14.56
C0089,2023-02-05,11.45
C0089,2023-02-06,15.42
C0089,2023-02-07,10.67
C0089,2023-02-08,8.32
C0089,2023-02-09,11.64
C0089,2023-02-10,11.93
C0089,2023-02-11,8.76
C0089,2023-02-12,12.02
C0089,2023-02-13,11.87
C0089,2023-02-14,10.59
C0089,2023-02-15,11.31
C0089,2023-02-16,13.19
C0089,2023-02-17,12.86
C0089,2023-02-18,8.86
C0089,2023-02-19,14.52
C0089,2023-02-20,11.31
C0089,2023-02-21,11.2
C0089,2023-02-22,7.99
C0089,2023-02-23,10.61
C0089,2023-02-24,9.27
C0089,2023-02-25,9.1
C0089,2023-02-26,10.37
C0089,2023-02-27,9.62
C0089,2023-02-28,13.62
C0089,2023-03-01,9.71
C0089,2023-03-02,14.04
C0089,2023-03-03,9.91
C0089,2023-03-04,9.56
C0089,2023-03-05,10.15
C0089,2023-03-06,8.03
C0089,2023-03-07,11.78
C0089,2023-03-08,9.17
C0089,2023-03-09,9.33
C0089,2023-03-10,7.74
C0089,2023-03-11,11.67
C0089,2023-03-12,9.94
C0089,2023-03-13,9.37
C0089,2023-03-14,10.26
C0089,2023-03-15,6.76
C0089,2023-03-16,13.38
C0089,2023-03-17,6.66
C0089,2023-03-18,10.02
C0089,2023-03-19,7.49
C0089,2023-03-20,11.38
C0089,2023-03-21,11.78
C0089,2023-03-22,11.53
C0089,2023-03-23,7.27
C0089,2023-03-24,9.28
C0089,2023-03-25,7.73
C0089,2023-03-26,8.38
C0089,2023-03-27,11.47
C0089,2023-03-28,9.29
C0089,2023-03-29,9.03
C0089,2023-03-30,9.42
C0089,2023-03-31,10.04
C0089,2023-04-01,12.53
C0089,2023-04-02,11.97
C0089,2023-04-03,12.44
C0089,2023-04-04,11.98
C0089,2023-04-05,7.81
C0089,2023-04-06,9.2
C0089,2023-04-07,6.98
C0089,2023-04-08,9.04
C0089,2023-04-09,9.73
C0089,2023-04-10,7.35
C0089,2023-04-11,9.39
C0089,2023-04-12,7.57
C0089,2023-04-13,8.8
C0089,2023-04-14,7.84
C0089,2023-04-15,11.33
C0089,2023-04-16,11.29
C0089,2023-04-17,7.33
C0089,2023-04-18,10.67
C0089,2023-04-19,9.15
C0089,2023-04-20,11.03
C0089,2023-04-21,7.91
C0089,2023-04-22,9.11
C0089,2023-04-23,7.54
C0089,2023-04-24,9.1
C0089,2023-04-25,11.05
C0089,2023-04-26,7.88
C0089,2023-04-27,13.99
C0089,2023-04-28,8.22
C0089,2023-04-29,7.08
C0089,2023-04-30,10.76
C0089,2023-05-01,8.86
C0089,2023-05-02,8.09
C0089,2023-05-03,10.78
C0089,2023-05-04,8.01
C0089,2023-05-05,8.85
C0089,2023-05-06,10.11
C0089,2023-05-07,12.68
C0089,2023-05-08,9.43
C0089,2023-05-09,8.23
C0089,2023-05-10,9.03
C0089,2023-05-11,7.23
C0089,2023-05-12,13.52
C0089,2023-05-13,11.42
C0089,2023-05-14,10.82
C0089,2023-05-15,12.1
C0089,2023-05-16,10.27
C0089,2023-05-17,11.67
C0089,2023-05-18,8.77
C0089,2023-05-19,10.69
C0089,2023-05-20,11.83
C0089,2023-05-21,10.15
C0089,2023-05-22,5.8
C0089,2023-05-23,15.43
C0089,2023-05-24,10.51
C0089,2023-05-25,8.42
C0089,2023-05-26,8.8
C0089,2023-05-27,7.26
C0089,2023-05-28,9.93
C0089,2023-05-29,9.3
C0089,2023-05-30,9.63
C0089,2023-05-31,10.3
C0089,2023-06-01,6.16
C0089,2023-06-02,11.75
C0089,2023-06-03,12.63
C0089,2023-06-04,6.06
C0089,2023-06-05,12.01
C0089,2023-06-06,7.25
C0089,2023-06-07,10.35
C0089,2023-06-08,8.76
C0089,2023-06-09,12.73
C0089,2023-06-10,7.49
C0089,2023-06-11,9.26
C0089,2023-06-12,10.64
C0089,2023-06-13,10.98
C0089,2023-06-14,9.8
C0089,2023-06-15,9.02
C0089,2023-06-16,10.18
C0089,2023-06-17,9.47
C0089,2023-06-18,12.26
C0089,2023-06-19,5.52
C0089,2023-06-20,11.89
C0089,2023-06-21,9.51
C0089,2023-06-22,7.8
C0089,2023-06-23,11.37
C0089,2023-06-24,9.14
C0089,2023-06-25,6.62
C0089,2023-06-26,9.42
C0089,2023-06-27,7.8
C0089,2023-06-28,11.69
C0089,2023-06-29,8.82
C0090,2023-01-01,15.82
C0090,2023-01-02,18.43
C0090,2023-01-03,17.59
C0090,2023-01-04,18.32
C0090,2023-01-05,15.7
C0090,2023-01-06,18.33
C0090,2023-01-07,15.65
C0090,2023-01-08,18.31
C0090,2023-01-09,18.7
C0090,2023-01-10,13.96
C0090,2023-01-11,17.73
C0090,2023-01-12,16.96
C0090,2023-01-13,12.3
C0090,2023-01-14,15.88
C0090,2023-01-15,13.61
C0090,2023-01-16,18.23
C0090,2023-01-17,17.83
C0090,2023-01-18,17.01
C0090,2023-01-19,13.68
C0090,2023-01-20,17.18
C0090,2023-01-21,18.26
C0090,2023-01-22,18.47
C0090,2023-01-23,18.06
C0090,2023-01-24,16.62
C0090,2023-01-25,15.41
C0090,2023-01-26,17.0
C0090,2023-01-27,18.19
C0090,2023-01-28,11.4
C0090,2023-01-29,18.56
C0090,2023-01-30,14.08
C0090,2023-01-31,13.98
C0090,2023-02-01,14.83
C0090,2023-02-02,17.54
C0090,2023-02-03,15.3
C0090,2023-02-04,21.17
C0090,2023-02-05,18.52
C0090,2023-02-06,19.05
C0090,2023-02-07,14.78
C0090,2023-02-08,16.27
C0090,2023-02-09,15.15
C0090,2023-02-10,20.16
C0090,2023-02-11,16.73
C0090,2023-02-12,15.28
C0090,2023-02-13,16.13
C0090,2023-02-14,17.0
C0090,2023-02-15,15.29
C0090,2023-02-16,17.77
C0090,2023-02-17,16.73
C0090,2023-02-18,15.57
C0090,2023-02-19,18.62
C0090,2023-02-20,18.64
C0090,2023-02-21,13.04
C0090,2023-02-22,18.13
C0090,2023-02-23,18.62
C0090,2023-02-24,16.49
C0090,2023-02-25,18.9
C0090,2023-02-26,15.53
C0090,2023-02-27,14.56
C0090,2023-02-28,15.75
C0090,2023-03-01,19.58
C0090,2023-03-02,12.04
C0090,2023-03-03,13.47
C0090,2023-03-04,16.8
C0090,2023-03-05,15.09
C0090,2023-03-06,16.87
C0090,2023-03-07,19.01
C0090,2023-03-08,18.37
C0090,2023-03-09,18.51
C0090,2023-03-10,17.31
C0090,2023-03-11,14.81
C0090,2023-03-12,17.26
C0090,2023-03-13,19.19
C0090,2023-03-14,14.23
C0090,2023-03-15,14.59
C0090,2023-03-16,12.68
C0090,2023-03-17,12.16
C0090,2023-03-18,19.38
C0090,2023-03-19,14.39
C0090,2023-03-20,17.0
C0090,2023-03-21,16.63
C0090,2023-03-22,14.1
C0090,2023-03-23,15.97
C0090,2023-03-24,18.42
C0090,2023-03-25,17.06
C0090,2023-03-26,14.63
C0090,2023-03-27,14.89
C0090,2023-03-28,14.75
C0090,2023-03-29,14.65
C0090,2023-03-30,16.91
C0090,2023-03-31,15.24
C0090,2023-04-01,17.78
C0090,2023-04-02,14.6
C0090,2023-04-03,14.69
C0090,2023-04-04,14.92
C0090,2023-04-05,15.37
C0090,2023-04-06,16.66
C0090,2023-04-07,18.15
C0090,2023-04-08,19.85
C0090,2023-04-09,20.62
C0090,2023-04-10,15.33
C0090,2023-04-11,18.18
C0090,2023-04-12,17.24
C0090,2023-04-13,18.01
C0090,2023-04-14,14.34
C0090,2023-04-15,17.85
C0090,2023-04-16,17.61
C0090,2023-04-17,18.08
C0090,2023-04-18,15.68
C0090,2023-04-19,21.07
C0090,2023-04-20,17.75
C0090,2023-04-21,13.45
C0090,2023-04-22,16.2
C0090,2023-04-23,16.46
C0090,2023-04-24,22.74
C0090,2023-04-25,12.56
C0090,2023-04-26,16.98
C0090,2023-04-27,16.32
C0090,2023-04-28,18.37
C0090,2023-04-29,19.44
C0090,2023-04-30,14.69
C0090,2023-05-01,20.1
C0090,2023-05-02,16.54
C0090,2023-05-03,17.52
C0090,2023-05-04,12.08
C0090,2023-05-05,16.01
C0090,2023-05-06,18.41
C0090,2023-05-07,18.73
C0090,2023-05-08,15.34
C0090,2023-05-09,13.54
C0090,2023-05-10,19.58
C0090,2023-05-11,15.59
C0090,2023-05-12,17.17
C0090,2023-05-13,15.08
C0090,2023-05-14,17.38
C0090,2023-05-15,20.64
C0090,2023-05-16,19.8
C0090,2023-05-17,14.54
C0090,2023-05-18,16.34
C0090,2023-05-19,12.4
C0090,2023-05-20,16.97
C0090,2023-05-21,21.05
C0090,2023-05-22,14.21
C0090,2023-05-23,14.18
C0090,2023-05-24,16.11
C0090,2023-05-25,15.21
C0090,2023-05-26,14.77
C0090,2023-05-27,13.41
C0090,2023-05-28,17.86
C0090,2023-05-29,16.46
C0090,2023-05-30,19.58
C0090,2023-05-31,15.94
C0090,2023-06-01,18.65
C0090,2023-06-02,18.27
C0090,2023-06-03,19.84
C0090,2023-06-04,14.46
C0090,2023-06-05,15.7
C0090,2023-06-06,17.11
C0090,2023-06-07,17.53
C0090,2023-06-08,18.37
C0090,2023-06-09,18.06
C0090,2023-06-10,14.89
C0090,2023-06-11,15.36
C0090,2023-06-12,12.87
C0090,2023-06-13,18.15
C0090,2023-06-14,20.44
C0090,2023-06-15,16.33
C0090,2023-06-16,18.03
C0090,2023-06-17,18.52
C0090,2023-06-18,16.98
C0090,2023-06-19,17.1
C0090,2023-06-20,16.67
C0090,2023-06-21,13.02
C0090,2023-06-22,14.16
C0090,2023-06-23,16.32
C0090,2023-06-24,12.61
C0090,2023-06-25,18.37
C0090,2023-06-26,19.0
C0090,2023-06-27,18.66
C0090,2023-06-28,15.48
C0090,2023-06-29,22.35
C0091,2023-01-01,19.77
C0091,2023-01-02,16.75
C0091,2023-01-03,15.81
C0091,2023-01-04,18.0
C0091,2023-01-05,15.67
C0091,2023-01-06,19.5
C0091,2023-01-07,16.69
C0091,2023-01-08,16.36
C0091,2023-01-09,18.16
C0091,2023-01-10,17.91
C0091,2023-01-11,15.48
C0091,2023-01-12,16.66
C0091,2023-01-13,17.73
C0091,2023-01-14,16.7
C0091,2023-01-15,15.1
C0091,2023-01-16,14.43
C0091,2023-01-17,20.25
C0091,2023-01-18,19.28
C0091,2023-01-19,18.51
C0091,2023-01-20,12.17
C0091,2023-01-21,19.57
C0091,2023-01-22,17.17
C0091,2023-01-23,15.38
C0091,2023-01-24,20.95
C0091,2023-01-25,13.62
C0091,2023-01-26,18.45
C0091,2023-01-27,17.18
C0091,2023-01-28,15.88
C0091,2023-01-29,13.83
C0091,2023-01-30,14.4
C0091,2023-01-31,20.35
C0091,2023-02-01,19.55
C0091,2023-02-02,17.25
C0091,2023-02-03,16.06
C0091,2023-02-04,16.43
C0091,2023-02-05,17.29
C0091,2023-02-06,17.47
C0091,2023-02-07,18.33
C0091,2023-02-08,15.94
C0091,2023-02-09,22.86
C0091,2023-02-10,18.93
C0091,2023-02-11,17.56
C0091,2023-02-12,19.48
C0091,2023-02-13,15.38
C0091,2023-02-14,16.95
C0091,2023-02-15,19.25
C0091,2023-02-16,16.29
C0091,2023-02-17,15.24
C0091,2023-02-18,19.87
C0091,2023-02-19,20.49
C0091,2023-02-20,20.15
C0091,2023-02-21,15.94
C0091,2023-02-22,19.26
C0091,2023-02-23,14.61
C0091,2023-02-24,16.6
C0091,2023-02-25,18.92
C0091,2023-02-26,18.34
C0091,2023-02-27,18.95
C0091,2023-02-28,18.89
C0091,2023-03-01,16.05
C0091,2023-03-02,14.52
C0091,2023-03-03,18.1
C0091,2023-03-04,18.22
C0091,2023-03-05,19.24
C0091,2023-03-06,15.28
C0091,2023-03-07,18.13
C0091,2023-03-08,15.3
C0091,2023-03-09,17.09
C0091,2023-03-10,19.46
C0091,2023-03-11,14.97
C0091,2023-03-12,21.31
C0091,2023-03-13,17.05
C0091,2023-03-14,19.76
C0091,2023-03-15,15.72
C0091,2023-03-16,18.75
C0091,2023-03-17,19.8
C0091,2023-03-18,20.79
C0091,2023-03-19,16.92
C0091,2023-03-20,17.94
C0091,2023-03-21,16.91
C0091,2023-03-22,18.12
C0091,2023-03-23,20.58
C0091,2023-03-24,17.22
C0091,2023-03-25,18.29
C0091,2023-03-26,13.11
C0091,2023-03-27,18.35
C0091,2023-03-28,18.21
C0091,2023-03-29,16.8
C0091,2023-03-30,20.13
C0091,2023-03-31,18.31
C0091,2023-04-01,20.51
C0091,2023-04-02,18.73
C0091,2023-04-03,18.85
C0091,2023-04-04,16.73
C0091,2023-04-05,19.47
C0091,2023-04-06,15.68
C0091,2023-04-07,18.91
C0091,2023-04-08,16.76
C0091,2023-04-09,17.22
C0091,2023-04-10,17.58
C0091,2023-04-11,14.16
C0091,2023-04-12,19.19
C0091,2023-04-13,14.77
C0091,2023-04-14,18.48
C0091,2023-04-15,18.97
C0091,2023-04-16,16.85
C0091,2023-04-17,21.38
C0091,2023-04-18,14.54
C0091,2023-04-19,17.0
C0091,2023-04-20,18.07
C0091,2023-04-21,20.96
C0091,2023-04-22,17.45
C0091,2023-04-23,18.8
C0091,2023-04-24,16.87
C0091,2023-04-25,17.65
C0091,2023-04-26,15.74
C0091,2023-04-27,16.97
C0091,2023-04-28,14.91
C0091,2023-04-29,18.36
C0091,2023-04-30,16.53
C0091,2023-05-01,21.4
C0091,2023-05-02,16.26
C0091,2023-05-03,15.97
C0091,2023-05-04,15.69
C0091,2023-05-05,20.3
C0091,2023-05-06,19.52
C0091,2023-05-07,18.46
C0091,2023-05-08,16.45
C0091,2023-05-09,20.8
C0091,2023-05-10,17.96
C0091,2023-05-11,16.1
C0091,2023-05-12,15.85
C0091,2023-05-13,22.07
C0091,2023-05-14,18.72
C0091,2023-05-15,15.67
C0091,2023-05-16,17.41
C0091,2023-05-17,19.03
C0091,2023-05-18,13.34
C0091,2023-05-19,17.59
C0091,2023-05-20,14.04
C0091,2023-05-21,17.17
C0091,2023-05-22,17.32
C0091,2023-05-23,15.62
C0091,2023-05-24,18.11
C0091,2023-05-25,15.31
C0091,2023-05-26,15.25
C0091,2023-05-27,16.99
C0091,2023-05-28,19.91
C0091,2023-05-29,16.33
C0091,2023-05-30,17.72
C0091,2023-05-31,13.7
C0091,2023-06-01,17.51
C0091,2023-06-02,20.61
C0091,2023-06-03,16.11
C0091,2023-06-04,13.58
C0091,2023-06-05,16.13
C0091,2023-06-06,16.75
C0091,2023-06-07,17.56
C0091,2023-06-08,14.59
C0091,2023-06-09,20.35
C0091,2023-06-10,18.19
C0091,2023-06-11,17.88
C0091,2023-06-12,14.31
C0091,2023-06-13,17.16
C0091,2023-06-14,19.9
C0091,2023-06-15,15.23
C0091,2023-06-16,15.07
C0091,2023-06-17,16.81
C0091,2023-06-18,16.75
C0091,2023-06-19,15.98
C0091,2023-06-20,19.39
C0091,2023-06-21,14.25
C0091,2023-06-22,17.72
C0091,2023-06-23,16.83
C0091,2023-06-24,19.99
C0091,2023-06-25,16.83
C0091,2023-06-26,16.96
C0091,2023-06-27,19.8
C0091,2023-06-28,18.25
C0091,2023-06-29,18.36
C0092,2023-01-01,14.03
C0092,2023-01-02,6.89
C0092,2023-01-03,7.91
C0092,2023-01-04,12.25
C0092,2023-01-05,8.46
C0092,2023-01-06,14.72
C0092,2023-01-07,12.88
C0092,2023-01-08,11.92
C0092,2023-01-09,13.36
C0092,2023-01-10,10.33
C0092,2023-01-11,11.78
C0092,2023-01-12,11.82
C0092,2023-01-13,8.43
C0092,2023-01-14,12.82
C0092,2023-01-15,12.84
C0092,2023-01-16,8.08
C0092,2023-01-17,11.82
C0092,2023-01-18,7.49
C0092,2023-01-19,12.8
C0092,2023-01-20,9.91
C0092,2023-01-21,14.8
C0092,2023-01-22,8.83
C0092,2023-01-23,14.95
C0092,2023-01-24,7.83
C0092,2023-01-25,14.6
C0092,2023-01-26,13.37
C0092,2023-01-27,13.12
C0092,2023-01-28,10.5
C0092,2023-01-29,11.21
C0092,2023-01-30,12.82
C0092,2023-01-31,10.89
C0092,2023-02-01,11.57
C0092,2023-02-02,11.75
C0092,2023-02-03,12.47
C0092,2023-02-04,8.63
C0092,2023-02-05,8.24
C0092,2023-02-06,10.85
C0092,2023-02-07,11.73
C0092,2023-02-08,12.29
C0092,2023-02-09,11.66
C0092,2023-02-10,10.85
C0092,2023-02-11,15.33
C0092,2023-02-12,14.9
C0092,2023-02-13,11.44
C0092,2023-02-14,12.55
C0092,2023-02-15,11.37
C0092,2023-02-16,6.87
C0092,2023-02-17,11.03
C0092,2023-02-18,10.13
C0092,2023-02-19,12.82
C0092,2023-02-20,6.85
C0092,2023-02-21,8.53
C0092,2023-02-22,14.08
C0092,2023-02-23,13.1
C0092,2023-02-24,8.86
C0092,2023-02-25,10.66
C0092,2023-02-26,10.76
C0092,2023-02-27,10.91
C0092,2023-02-28,11.85
C0092,2023-03-01,11.38
C0092,2023-03-02,12.8
C0092,2023-03-03,8.1
C0092,2023-03-04,13.11
C0092,2023-03-05,13.52
C0092,2023-03-06,13.17
C0092,2023-03-07,11.89
C0092,2023-03-08,12.98
C0092,2023-03-09,13.04
C0092,2023-03-10,13.16
C0092,2023-03-11,15.68
C0092,2023-03-12,14.14
C0092,2023-03-13,15.53
C0092,2023-03-14,13.28
C0092,2023-03-15,13.95
C0092,2023-03-16,6.29
C0092,2023-03-17,8.88
C0092,2023-03-18,14.61
C0092,2023-03-19,11.12
C0092,2023-03-20,12.33
C0092,2023-03-21,14.32
C0092,2023-03-22,11.48
C0092,2023-03-23,10.64
C0092,2023-03-24,11.45
C0092,2023-03-25,10.7
C0092,2023-03-26,12.21
C0092,2023-03-27,9.33
